"SNF VBP Program Ranking","Footnote -- SNF VBP Program Ranking","CMS Certification Number (CCN)","Provider Name","Provider Address","City/Town","State","ZIP Code","Baseline Period: FY 2019 Risk-Standardized Readmission Rate","Footnote -- Baseline Period: FY 2019 Risk-Standardized Readmission Rate","Performance Period: FY 2022 Risk-Standardized Readmission Rate","Footnote -- Performance Period: FY 2022 Risk-Standardized Readmission Rate","Achievement Score","Footnote -- Achievement Score","Improvement Score","Footnote -- Improvement Score","Performance Score","Footnote -- Performance Score","Incentive Payment Multiplier","Footnote -- Incentive Payment Multiplier"
5569,,155328,PARK TERRACE VILLAGE,25 S BOEHNE CAMP RD,EVANSVILLE,IN,47712,0.20681,,0.19935,,23.99522,,15.08616,,23.99522,,0.9826214189,
7275,,155329,ROSEWALK VILLAGE,1302 N LESLEY AVE,INDIANAPOLIS,IN,46219,0.18824,,0.21116,,0.00000,,0.00000,,0.00000,,0.9802538758,
5691,,155330,SALEM CROSSING,200 CONNIE AVE,SALEM,IN,47167,0.20558,,0.19989,,22.70335,,10.84517,,22.70335,,0.9823231853,
6840,,155331,LIFE CARE CENTER OF VALPARAISO,3405 N CAMPBELL RD,VALPARAISO,IN,46385,0.18875,,0.20541,,9.49761,,0.00000,,9.49761,,0.9806494030,
7275,,155332,HERITAGE HOUSE REHABILITATION & HEALTH CARE CENTER,281 S COUNTY ROAD 200 EAST,CONNERSVILLE,IN,47331,0.17011,,0.21108,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,155333,PAOLI HEALTH AND LIVING COMMUNITY,559 W LONGEST ST,PAOLI,IN,47454,0.18831,,0.21212,,0.00000,,0.00000,,0.00000,,0.9802538758,
1439,,155334,WILDWOOD HEALTHCARE CENTER,7301 E 16TH ST,INDIANAPOLIS,IN,46219,0.19835,,0.17882,,73.11005,,63.09623,,73.11005,,1.0145102968,
2190,,155335,OSSIAN HEALTH CARE AND REHABILITATION CENTER,215 DAVIS RD,OSSIAN,IN,46777,0.18771,,0.18349,,61.93780,,18.39246,,61.93780,,1.0091099403,
1,,155338,MAJESTIC CARE OF AVON,445 S COUNTY ROAD 525 E,AVON,IN,46123,0.17887,,0.16551,,100.00000,,90.00000,,100.00000,,1.0176785153,
7275,,155342,MOUNT VERNON NURSING AND REHABILITATION,1415 COUNTRY CLUB RD,MOUNT VERNON,IN,47620,0.20222,,0.21818,,0.00000,,0.00000,,0.00000,,0.9802538758,
5655,,155343,LIFE CARE CENTER OF LAGRANGE,0770 NORTH 075 EAST,LAGRANGE,IN,46761,0.17520,,0.19972,,23.11005,,0.00000,,23.11005,,0.9824134813,
1608,,155344,LIFE CARE CENTER OF MICHIGAN CITY,802 US HIGHWAY 20 EAST,MICHIGAN CITY,IN,46360,0.19620,,0.18007,,70.11962,,55.79910,,70.11962,,1.0134581632,
7275,,155348,PARKVIEW CARE CENTER,2819 NORTH ST JOSEPH AVE,EVANSVILLE,IN,47720,0.20718,,0.22033,,0.00000,,0.00000,,0.00000,,0.9802538758,
731,,155349,SAINT ANNE HOME,1900 RANDALLIA DR,FORT WAYNE,IN,46805,0.19546,,0.17262,,87.94258,,83.56146,,87.94258,,1.0170977078,
5297,,155354,NEWBURGH HEALTH CARE,10466 POLLACK AVE,NEWBURGH,IN,47630,0.20471,,0.19811,,26.96172,,13.83562,,26.96172,,0.9834445048,
2747,,155357,RAWLINS HOUSE HEALTH & LIVING COMMUNITY,300 J H WALKER DR,PENDLETON,IN,46064,0.21141,,0.18652,,54.68900,,54.63105,,54.68900,,1.0033331002,
7275,,155358,MAJESTIC CARE OF DEMING PARK,3300 POPLAR ST,TERRE HAUTE,IN,47803,0.19042,,0.21927,,0.00000,,0.00000,,0.00000,,0.9802538758,
1,,155361,AMBER MANOR CARE CENTER,801 E ILLINOIS ST,PETERSBURG,IN,47567,0.17836,,0.16461,,100.00000,,90.00000,,100.00000,,1.0176785153,
7275,,155367,BRICKYARD HEALTHCARE - SYCAMORE VILLAGE CARE CENTER,2905 W SYCAMORE ST,KOKOMO,IN,46901,0.17502,,0.21148,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,155370,PREMIER HEALTHCARE OF NEW HARMONY,251 HIGHWAY 66,NEW HARMONY,IN,47631,0.18174,,0.20864,,0.00000,,0.00000,,0.00000,,0.9802538758,
2834,,155374,POPLAR CARE STRATEGIES,313 POPLAR ST,LOOGOOTEE,IN,47553,0.20754,,0.18689,,53.80383,,49.52865,,53.80383,,1.0025305307,
5882,,155377,SEYMOUR CROSSING,707 S JACKSON PARK DR,SEYMOUR,IN,47274,0.16639,,0.20075,,20.64593,,0.00000,,20.64593,,0.9819129596,
3017,,155378,SIGNATURE HEALTHCARE AT PARKWOOD,1001 N GRANT ST,LEBANON,IN,46052,0.18141,,0.18777,,51.69856,,0.00000,,51.69856,,1.0005730951,
6696,,155379,LIFE CARE CENTER OF ROCHESTER,827 W 13TH ST,ROCHESTER,IN,46975,0.17525,,0.20458,,11.48325,,0.00000,,11.48325,,0.9807890771,
6001,,155381,HARBOUR MANOR HEALTH & LIVING COMMUNITY,1667 SHERIDAN RD,NOBLESVILLE,IN,46060,0.19985,,0.20126,,19.42584,,0.00000,,19.42584,,0.9817031030,
4172,,155383,WASHINGTON HEALTHCARE CENTER,8201 W WASHINGTON ST,INDIANAPOLIS,IN,46231,0.20386,,0.19310,,38.94737,,26.47119,,38.94737,,0.9894358745,
1,,155386,LAURELS OF DEKALB,520 W LIBERTY ST,BUTLER,IN,46721,0.17495,,0.16943,,100.00000,,90.00000,,100.00000,,1.0176785153,
7275,,155390,BRICKYARD HEALTHCARE - WOODBRIDGE CARE CENTER,816 N FIRST AVE,EVANSVILLE,IN,47710,0.19891,,0.22148,,0.00000,,0.00000,,0.00000,,0.9802538758,
4375,,155401,BEN HUR HEALTH AND REHABILITATION,1375 S GRANT AVE,CRAWFORDSVILLE,IN,47933,0.20338,,0.19398,,36.84211,,22.88490,,36.84211,,0.9880234498,
5687,,155402,HERITAGE HEALTHCARE,3401 SOLDIERS HOME RD,WEST LAFAYETTE,IN,47906,0.19074,,0.19987,,22.75120,,0.00000,,22.75120,,0.9823336428,
5765,,155412,GREENWOOD HEALTH AND LIVING COMMUNITY,937 FRY RD,GREENWOOD,IN,46142,0.19052,,0.20017,,22.03349,,0.00000,,22.03349,,0.9821813180,
2064,,155423,HAMMOND - WHITING CARE CENTER,1000 114TH ST,WHITING,IN,46394,0.18849,,0.18281,,63.56459,,25.18066,,63.56459,,1.0101632150,
7275,,155426,SIGNATURE HEALTHCARE OF TERRE HAUTE,3500 MAPLE AVE,TERRE HAUTE,IN,47804,0.19429,,0.22563,,0.00000,,0.00000,,0.00000,,0.9802538758,
5123,,155432,ALBANY HEALTH CARE & REHABILITATION CENTER,910 W WALNUT ST,ALBANY,IN,47320,0.20378,,0.19738,,28.70813,,13.76283,,28.70813,,0.9840319172,
5146,,155443,"WATERS OF MUNCIE, THE",2400 CHATEAU DR,MUNCIE,IN,47303,0.20089,,0.19748,,28.46890,,5.92249,,28.46890,,0.9839465225,
2137,,155446,MAJESTIC CARE OF JEFFERSON POINTE,5700 WILKIE DR,FORT WAYNE,IN,46804,0.19656,,0.18325,,62.51196,,44.49795,,62.51196,,1.0094926930,
3192,,155448,LOWELL HEALTHCARE,710 MICHIGAN ST,LOWELL,IN,46356,0.18728,,0.18855,,49.83254,,0.00000,,49.83254,,0.9988073953,
3830,,155455,WESLEYAN HEALTH CARE CENTER,729 WEST 35TH ST,MARION,IN,46953,0.17390,,0.19151,,42.75120,,0.00000,,42.75120,,0.9923780706,
7275,,155461,PRAIRIE VILLAGE NURSING AND REHABILITATION,801 S SR 57,WASHINGTON,IN,47501,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.22127,,0.00000,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.00000,,0.9802538758,
5984,,155462,SWISS VILLA NURSING AND REHABILITATION,1023 W MAIN ST,VEVAY,IN,47043,0.20026,,0.20118,,19.61722,,0.00000,,19.61722,,0.9817345061,
4258,,155468,ENVIVE OF SULLIVAN,325 W NORTHWOOD DR,SULLIVAN,IN,47882,0.18073,,0.19345,,38.11005,,0.00000,,38.11005,,0.9888548891,
5031,,155469,CASA OF HOBART,4410 W 49TH AVE,HOBART,IN,46342,0.23194,,0.21041,,0.00000,,29.57524,,29.57524,,0.9843552018,
983,,155471,FOUR SEASONS RETIREMENT CENTER,1901 TAYLOR RD,COLUMBUS,IN,47203,0.18851,,0.17517,,81.84211,,65.80679,,81.84211,,1.0164240387,
3541,,155472,HOOSIER VILLAGE,9875 CHERRYLEAF DR,INDIANAPOLIS,IN,46268,0.15756,,0.19006,,46.22010,,0.00000,,46.22010,,0.9954237569,
576,,155474,SIGNATURE HEALTHCARE OF BREMEN,316 WOODIES LANE,BREMEN,IN,46506,0.18388,,0.17038,,93.30144,,90.00000,,93.30144,,1.0174394761,
3523,,155475,TOWNE HOUSE RETIREMENT COMMUNITY,2209 ST JOE CENTER RD,FORT WAYNE,IN,46825,0.21390,,0.19117,,43.56459,,46.39046,,46.39046,,0.9955799198,
1657,,155477,"LANE HOUSE, THE",1000 LANE AVE,CRAWFORDSVILLE,IN,47933,0.21580,,0.18146,,66.79426,,69.44179,,69.44179,,1.0131836553,
3715,,155478,TIMBERS OF JASPER THE,2909 HOWARD DR,JASPER,IN,47546,0.19998,,0.19098,,44.01914,,24.69317,,44.01914,,0.9934577185,
1187,,155479,KINGSTON CARE CENTER OF FORT WAYNE,1010 W WASHINGTON CENTER RD,FORT WAYNE,IN,46825,0.19720,,0.17687,,77.77512,,68.84671,,77.77512,,1.0157113908,
6654,,155480,BROOKVILLE HEALTHCARE CENTER,11049 STATE ROAD 101,BROOKVILLE,IN,47012,0.20770,,0.20433,,12.08134,,3.86143,,12.08134,,0.9808366382,
3238,,155481,ARBOR TRACE HEALTH & LIVING COMMUNITY,3701 HODGIN RD,RICHMOND,IN,47374,0.18527,,0.18880,,49.23445,,0.00000,,49.23445,,0.9982405714,
7275,,155483,"WATERS OF RISING SUN, THE",405 RIO VISTA LN,RISING SUN,IN,47040,0.20356,,0.21365,,0.00000,,0.00000,,0.00000,,0.9802538758,
4171,,155484,SOUTHWOOD HEALTHCARE CENTER,2222 MARGARET AVE,TERRE HAUTE,IN,47802,0.21203,,0.19341,,38.20574,,38.95656,,38.95656,,0.9894423904,
1,,155487,BROWN COUNTY HEALTH AND LIVING COMMUNITY,55 E WILLOW ST,NASHVILLE,IN,47448,0.19170,,0.16841,,100.00000,,90.00000,,100.00000,,1.0176785153,
5312,,155488,ROLLING HILLS HEALTHCARE CENTER,3625 ST JOSEPH RD,NEW ALBANY,IN,47150,0.19192,,0.19817,,26.81818,,0.00000,,26.81818,,0.9833998153,
2148,,155489,PARKER HEALTH CARE & REHABILITATION CENTER,359 RANDOLPH ST,PARKER CITY,IN,47368,0.18371,,0.18328,,62.44019,,0.00000,,62.44019,,1.0094455043,
2352,,155491,MAJESTIC CARE OF CONNERSVILLE,1029 E 5TH STREET,CONNERSVILLE,IN,47331,0.19057,,0.18438,,59.80861,,24.61722,,59.80861,,1.0075874324,
2573,,155493,SCENIC HILLS AT THE MONASTERY,710 SUNRISE DRIVE,FERDINAND,IN,47532,0.18854,,0.18553,,57.05742,,10.95125,,57.05742,,1.0053942040,
2336,,155495,PADDOCK SPRINGS,2695 SHELDON STREET,WARSAW,IN,46582,0.20472,,0.18429,,60.02392,,53.28816,,60.02392,,1.0077486295,
2465,,155496,VALLEY VIEW HEALTHCARE CENTER,333 W MISHAWAKA RD,ELKHART,IN,46517,0.20166,,0.18493,,58.49282,,47.29759,,58.49282,,1.0065684728,
4060,,155503,HUTSONWOOD AT BRAZIL,501 S MURPHY AVE,BRAZIL,IN,47834,0.18673,,0.19257,,40.21531,,0.00000,,40.21531,,0.9903629651,
5388,,155505,ROBIN RUN HEALTH CENTER,6370 ROBIN RUN W,INDIANAPOLIS,IN,46268,0.19460,,0.19855,,25.90909,,0.00000,,25.90909,,0.9831287427,
820,,155506,SANCTUARY AT HOLY CROSS,17475 DUGDALE DR,SOUTH BEND,IN,46635,0.17356,,0.17349,,85.86124,,0.00000,,85.86124,,1.0169097867,
4552,,155508,TRANSCENDENT HEALTHCARE OF BOONVILLE,725 S SECOND ST,BOONVILLE,IN,47601,0.19123,,0.19480,,34.88038,,0.00000,,34.88038,,0.9868524184,
7275,,155510,CENTURY VILLA HEALTH CARE,705 N MERIDIAN ST,GREENTOWN,IN,46936,0.20595,,0.21346,,0.00000,,0.00000,,0.00000,,0.9802538758,
4595,,155519,GENTLE CARE STRATEGIES,1202 S 16TH ST,VINCENNES,IN,47591,0.22771,,0.20488,,10.76555,,34.33494,,34.33494,,0.9865514952,
2747,,155521,ALEXANDRIA CARE CENTER,1912 S PARK AVE,ALEXANDRIA,IN,46001,0.20806,,0.18652,,54.68900,,51.10836,,54.68900,,1.0033331002,
7275,,155522,ELWOOD HEALTH AND LIVING,2300 PARKVIEW LN,ELWOOD,IN,46036,0.20319,,0.22908,,0.00000,,0.00000,,0.00000,,0.9802538758,
4051,,155523,RICHLAND BEAN BLOSSOM HEALTH CARE CENTER,5911 STATE ROAD 46,ELLETTSVILLE,IN,47429,0.19175,,0.19252,,40.33493,,0.00000,,40.33493,,0.9904533051,
697,,155524,HEALTH CENTER AT GLENBURN HOME,618 W GLENBURN ROAD,LINTON,IN,47441,0.24177,,0.17403,,84.56938,,88.95284,,88.95284,,1.0171763142,
839,,155525,SHADY NOOK CARE CENTER,36 VALLEY DR,LAWRENCEBURG,IN,47025,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.17367,,85.43062,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",85.43062,,1.0168660544,
3906,,155526,PERSIMMON RIDGE REHABILITATION CENTRE,200 N PARK ST,PORTLAND,IN,47371,0.17922,,0.19191,,41.79426,,0.00000,,41.79426,,0.9915937254,
7275,,155527,PINEKNOLL REHABILITATION CENTRE,160 N MIDDLE SCHOOL RD,WINCHESTER,IN,47394,0.18391,,0.21599,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,155530,SOUTH SHORE HEALTH & REHABILITATION CENTER,353 TYLER ST,GARY,IN,46402,0.21530,,0.22404,,0.00000,,0.00000,,0.00000,,0.9802538758,
4993,,155535,WILLOW CROSSING HEALTH & REHABILITATION CENTER,3550 CENTRAL AVE,COLUMBUS,IN,47203,0.20297,,0.19687,,29.92823,,13.31832,,29.92823,,0.9844931464,
2510,,155539,BERTHA D GARTEN KETCHAM MEMORIAL CENTER,601 E RACE ST,ODON,IN,47562,0.19421,,0.18515,,57.96651,,31.91932,,57.96651,,1.0061451905,
1102,,155542,CLOVERLEAF OF KNIGHTSVILLE,9325 N CRAWFORD ST,KNIGHTSVILLE,IN,47857,0.20240,,0.17611,,79.59330,,75.32386,,79.59330,,1.0160624230,
4139,,155546,BETHEL POINTE HEALTH AND REHAB,3400 W COMMUNITY DR,MUNCIE,IN,47304,0.20330,,0.19297,,39.25837,,25.71662,,39.25837,,0.9896580497,
2926,,155551,ROLLING MEADOWS HEALTH CARE CENTER,604 RENNAKER ST,LA FONTAINE,IN,46940,0.19318,,0.18734,,52.72727,,19.84049,,52.72727,,1.0015365800,
5426,,155556,"WATERS OF TIPTON SKILLED NURSING FACILITY, THE",300 FAIRGROUNDS RD,TIPTON,IN,46072,0.19077,,0.19872,,25.50239,,0.00000,,25.50239,,0.9830139572,
7275,,155557,MILLER'S MERRY MANOR,1651 N CAMPBELL ST,INDIANAPOLIS,IN,46218,0.19787,,0.23926,,0.00000,,0.00000,,0.00000,,0.9802538758,
2658,,155564,MILLER'S MERRY MANOR,259 W HARRISON ST,MOORESVILLE,IN,46158,0.19110,,0.18600,,55.93301,,18.79841,,55.93301,,1.0044330948,
7275,,155568,WILLIAMSPORT NURSING AND REHABILITATION,200 SHORT ST,WILLIAMSPORT,IN,47993,0.21189,,0.24923,,0.00000,,0.00000,,0.00000,,0.9802538758,
2505,,155572,APERION CARE DEMOTTE,10352 N 600 E COUNTY LINE RD,DEMOTTE,IN,46310,0.20295,,0.18510,,58.08612,,48.63582,,58.08612,,1.0062421460,
4888,,155576,WATERS OF HARTFORD CITY SKILLED NURSING FACILITY,0548 S 100 W,HARTFORD CITY,IN,47348,0.17699,,0.19641,,31.02871,,0.00000,,31.02871,,0.9849476644,
6763,,155578,MILLER'S MERRY MANOR,220 E DUNN RD,NEW CARLISLE,IN,46552,0.19327,,0.20494,,10.62201,,0.00000,,10.62201,,0.9807252077,
6823,,155580,APERION CARE TOLLESTON PARK,2350 TAFT ST,GARY,IN,46404,0.20501,,0.20531,,9.73684,,0.00000,,9.73684,,0.9806648504,
6910,,155582,"WATERS OF WAKARUSA SKILLED NURSING FACILITY, THE",300 N WASHINGTON ST,WAKARUSA,IN,46573,0.17930,,0.20585,,8.44498,,0.00000,,8.44498,,0.9805855212,
3513,,155583,MILLER'S MERRY MANOR,1367 S RANDOLPH ST,GARRETT,IN,46738,0.22802,,0.19796,,27.32057,,46.51671,,46.51671,,0.9956959566,
1639,,155586,LUTHERAN LIFE VILLAGES,6701 S ANTHONY BLVD,FORT WAYNE,IN,46816,0.17674,,0.18026,,69.66507,,0.00000,,69.66507,,1.0132756377,
4809,,155589,MILLER'S MERRY MANOR,730 SCHOOL ST,CULVER,IN,46511,0.22783,,0.20643,,7.05742,,31.79505,,31.79505,,0.9852868076,
768,,155593,COMPASS PARK,800 FREEMASON PARKWAY,FRANKLIN,IN,46131,0.22079,,0.17368,,85.40670,,87.15571,,87.15571,,1.0170309997,
4172,,155596,LAKELAND REHAB AND HEALTHCARE CENTER,500 N WILLIAMS ST,ANGOLA,IN,46703,0.18181,,0.19310,,38.94737,,0.00000,,38.94737,,0.9894358745,
7275,,155600,MULBERRY HEALTH & REHABILITATION CENTER,502 W JACKSON ST,MULBERRY,IN,46058,0.16107,,0.23528,,0.00000,,0.00000,,0.00000,,0.9802538758,
5141,,155604,SAINT ANTHONY REHAB AND NURSING CENTER,1205 N 14TH ST,LAFAYETTE,IN,47904,0.17757,,0.19747,,28.49282,,0.00000,,28.49282,,0.9839549884,
1,,155605,GRAND VALLEY HEALTH & REHAB,621 GRAND VALLEY BOULEVARD,MARTINSVILLE,IN,46151,0.18265,,0.15315,,100.00000,,90.00000,,100.00000,,1.0176785153,
7008,,155606,WESTSIDE RETIREMENT VILLAGE,8616 W 10TH ST,INDIANAPOLIS,IN,46234,0.20645,,0.20635,,7.24880,,0.00000,,7.24880,,0.9805204148,
6333,,155607,BETHEL MANOR,6015 KRATZVILLE RD,EVANSVILLE,IN,47710,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.20286,,15.59809,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",15.59809,,0.9811782838,
2477,,155611,HOOSIER CHRISTIAN VILLAGE,621 S SUGAR ST,BROWNSTOWN,IN,47220,0.16084,,0.18500,,58.32536,,0.00000,,58.32536,,1.0064347377,
6889,,155614,LINCOLN HILLS OF NEW ALBANY,326 COUNTRY CLUB DRIVE,NEW ALBANY,IN,47150,0.22102,,0.21392,,0.00000,,8.82668,,8.82668,,0.9806079374,
918,,155617,WATERS OF CHESTERFIELD SKILLED NURSING FACILITY,524 ANDERSON RD,CHESTERFIELD,IN,46017,0.20759,,0.17447,,83.51675,,82.34177,,83.51675,,1.0166487455,
2808,,155618,MAJESTIC CARE OF CARMEL,12999 N PENNSYLVANIA ST,CARMEL,IN,46032,0.20156,,0.18673,,54.18660,,41.50361,,54.18660,,1.0028793980,
7275,,155621,RIVER BEND NURSING AND REHABILITATION,3400 STOCKER DR,EVANSVILLE,IN,47720,0.21912,,0.22860,,0.00000,,0.00000,,0.00000,,0.9802538758,
1564,,155628,CREEKSIDE HEALTH AND REHABILITATION CENTER,3114 EAST 46TH STREET,INDIANAPOLIS,IN,46205,0.20817,,0.17970,,71.00478,,68.94805,,71.00478,,1.0137958498,
1918,,155630,FLATROCK RIVER LODGE,904 E 11TH ST,RUSHVILLE,IN,46173,0.21302,,0.18248,,64.35407,,65.44983,,65.44983,,1.0112634193,
3409,,155631,WHITE RIVER LODGE,3710 KENNY SIMPSON LN,BEDFORD,IN,47421,0.17492,,0.18951,,47.53589,,0.00000,,47.53589,,0.9966412082,
6038,,155632,LODGE OF THE WABASH,723 E RAMSEY RD,VINCENNES,IN,47591,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.20144,,18.99522,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",18.99522,,0.9816344135,
3165,,155635,GRACE VILLAGE HEALTH CARE FACILITY,337 GRACE VILLAGE DR,WINONA LAKE,IN,46590,0.18981,,0.18838,,50.23923,,2.10030,,50.23923,,0.9991930489,
2119,,155637,CROWN POINT CHRISTIAN VILLAGE,6685 EAST 117TH AVENUE,CROWN POINT,IN,46307,0.22227,,0.18662,,54.44976,,62.77567,,62.77567,,1.0096644705,
5682,,155649,MCCORMICK'S CREEK REHABILITATION AND HEALTHCARE,210 STATE HWY 43,SPENCER,IN,47460,0.18503,,0.19985,,22.79904,,0.00000,,22.79904,,0.9823441421,
6791,,155650,LINCOLNSHIRE HEALTH & REHABILITATION CENTER,8380 VIRGINIA ST,MERRILLVILLE,IN,46410,0.22775,,0.21886,,0.00000,,10.30647,,10.30647,,0.9807030993,
5258,,155651,HOMEVIEW CENTER OF FRANKLIN,651 SOUTH STATE STREET,FRANKLIN,IN,46131,0.19750,,0.19796,,27.32057,,0.00000,,27.32057,,0.9835585490,
7275,,155653,HARBOR HEALTH & REHAB,5025 MCCOOK AVE,EAST CHICAGO,IN,46312,0.21091,,0.21258,,0.00000,,0.00000,,0.00000,,0.9802538758,
6365,,155654,ENGLEWOOD HEALTH & REHABILITATION CENTER,2237 ENGLE RD,FORT WAYNE,IN,46809,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.20302,,15.21531,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",15.21531,,0.9811353582,
7275,,155655,PEABODY RETIREMENT COMMUNITY,400 W SEVENTH ST,NORTH MANCHESTER,IN,46962,0.18973,,0.22121,,0.00000,,0.00000,,0.00000,,0.9802538758,
5077,,155656,CANTERBURY NURSING AND REHABILITATION CENTER,2827 NORTHGATE BLVD,FORT WAYNE,IN,46835,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.19720,,29.13876,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",29.13876,,0.9841897399,
7275,,155657,HARRISON HEALTHCARE CENTER,150 BEECHMONT DR,CORYDON,IN,47112,0.19758,,0.22182,,0.00000,,0.00000,,0.00000,,0.9802538758,
941,,155658,WESLEY MANOR HEALTH CENTER,1555 N MAIN ST,FRANKFORT,IN,46041,0.22667,,0.17652,,78.61244,,82.98246,,82.98246,,1.0165808065,
3701,,155659,SELLERSBURG HEALTHCARE CENTER,7823 OLD HWY # 60,SELLERSBURG,IN,47172,0.20732,,0.19092,,44.16268,,38.55910,,44.16268,,0.9935826149,
2233,,155660,PULASKI HEALTH CARE CENTER,624 E 13TH ST,WINAMAC,IN,46996,0.19204,,0.18370,,61.43541,,32.28207,,61.43541,,1.0087652390,
7275,,155661,OWEN VALLEY REHABILITATION AND HEALTHCARE CENTER,920 W HIGHWAY 46,SPENCER,IN,47460,0.17222,,0.21285,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,155662,REHABILITATION CENTER AT HARTSFIELD VILLAGE,503 OTIS R BOWEN DR,MUNSTER,IN,46321,0.18903,,0.22847,,0.00000,,0.00000,,0.00000,,0.9802538758,
841,,155665,MAJESTIC CARE OF NORTH VERNON,701 HENRY STREET,NORTH VERNON,IN,47265,0.18886,,0.17370,,85.35885,,73.99948,,85.35885,,1.0168585912,
1729,,155666,AUBURN VILLAGE,1751 WESLEY ROAD,AUBURN,IN,46706,0.19500,,0.18085,,68.25359,,50.86261,,68.25359,,1.0126676758,
7275,,155667,OAK GROVE CHRISTIAN RETIREMENT VILLAGE,221 W DIVISION ST,DEMOTTE,IN,46310,0.16822,,0.21594,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,155668,CHARLESTOWN PLACE AT NEW ALBANY,4915 CHARLESTOWN RD,NEW ALBANY,IN,47150,0.20350,,0.22763,,0.00000,,0.00000,,0.00000,,0.9802538758,
4498,,155671,OAKWOOD HEALTH CAMPUS,1143 23RD ST,TELL CITY,IN,47586,0.19235,,0.19457,,35.43062,,0.00000,,35.43062,,0.9871667979,
748,,155672,HAMILTON GROVE,31869 CHICAGO TRAIL,NEW CARLISLE,IN,46552,0.19923,,0.17274,,87.65550,,84.61434,,87.65550,,1.0170739486,
4895,,155674,ST CHARLES HEALTH CAMPUS,3150 ST CHARLES ST,JASPER,IN,47546,0.16874,,0.19644,,30.95694,,0.00000,,30.95694,,0.9849168685,
1995,,155675,MORNING BREEZE RETIREMENT COMMUNITY AND HEALTHCARE,950 N LAKEVIEW DR,GREENSBURG,IN,47240,0.22400,,0.18622,,55.40670,,64.53801,,64.53801,,1.0107473409,
1080,,155677,BELL TRACE HEALTH AND LIVING CENTER,725 BELL TRACE CIRCLE,BLOOMINGTON,IN,47408,0.19334,,0.17593,,80.02392,,68.55302,,80.02392,,1.0161375090,
2561,,155678,WATERFORD PLACE HEALTH CAMPUS,800 ST JOSEPH DR,KOKOMO,IN,46901,0.18240,,0.18547,,57.20096,,0.00000,,57.20096,,1.0055143943,
7275,,155680,HOMEWOOD HEALTH CAMPUS,2494 N LEBANON ST,LEBANON,IN,46052,0.19616,,0.23696,,0.00000,,0.00000,,0.00000,,0.9802538758,
5695,,155681,AUTUMN WOODS HEALTH CAMPUS,2911 GREEN VALLEY RD,NEW ALBANY,IN,47150,0.22659,,0.21085,,0.00000,,22.65285,,22.65285,,0.9823121961,
7275,,155682,WOODMONT HEALTH CAMPUS,1325 ROCKPORT RD,BOONVILLE,IN,47601,0.20808,,0.21366,,0.00000,,0.00000,,0.00000,,0.9802538758,
5964,,155684,SOUTHFIELD VILLAGE,6450 MIAMI CIR,SOUTH BEND,IN,46614,0.21018,,0.20110,,19.80861,,17.41422,,19.80861,,0.9817664617,
2101,,155685,BRICKYARD HEALTHCARE - ELKHART CARE CENTER,1001 W HIVELY AVE,ELKHART,IN,46517,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.18306,,62.96651,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",62.96651,,1.0097871996,
